Context,Utterance,Label
"what be the gam_serv ? it take 50 % of cpu power . __eou__ __eot__ it 's some subset of fam , gnome probabl use it for file modif monitor __eou__ __eot__","thank , i have kill it , so far i can do without __eou__ must have be the latest hoari updat yesterday even __eou__",1
ani idea whi conki get eras by window drag __eou__ __eot__ what doe cube mean when it get to do to make conki rc file .conkyrc ( or download from net some readi roll ) and then just conki or add to sesion manag conki . __eou__ __eot__ im not sure what your suggest __eou__ __eot__,well that 's not what i be sure . __eou__,1
how to instal iptabl support applic layer7 __eou__ __eot__ what be you tri to do ? __eou__ __eot__ be not increas by the kernel patch layer7 applic layer filter __eou__ __eot__,"what if you copi the origin .mozilla in the user dir . then , launch firefox and see what happn __eou__ nop ! __eou__ whwn you apt-get packag , they get updat automag __eou__",0
what be a fast ubuntu mirror for the us all i can find be 100k ones.. __eou__ ala apt __eou__ __eot__ tri remov the countri prefix from the url remov the us . for exampl __eou__ __eot__,alright thank __eou__,1
"how to set keyboard layout with command ? __eou__ __eot__ setxkbmap __eou__ eg setxkbmap be __eou__ __eot__ wait a minut , setxkbmap can set russian keyboard layout ? __eou__ __eot__",that ! ati wiki page give the detail basici you chang the driver `` ati '' line to driver `` fglrx '' __eou__,0
"so be all other engin , they devel be moron who ca n't optimis a few algo . __eou__ ! xine __eou__ __eot__ python rock for game creation . ; ) __eou__ __eot__ get real buddi : ) it slow at numer comput __eou__ __eot__ forc : lua be easi to implement , but python as a languag own it hard . plus , boost.python allow easi implement . __eou__ __eot__ oh god you be such a noob __eou__ __eot__ slow numer comput ? tri psyco and pyrex . __eou__ __eot__",it all about overhead and speed __eou__ no . __eou__,1
"hello __eou__ i upgrad my box to dapper , and ssh pubkey auth be not work anymor __eou__ __eot__ you you mean authent without request a password ? __eou__ __eot__ : it 's work for root , but not for the user __eou__ __eot__ you will to put your new key into the ssh key file __eou__ __eot__ : i even wipe out the .ssh dir and recreat the authorized_key file , and i check the permiss __eou__ __eot__ it should work __eou__ __eot__ : i tri that : ) __eou__ : oh wait __eou__ : u mean the ubuntu upgrad have chang the server 's ssh key ? __eou__ : but how be this relat to the .ssh/authorized_key of the user ? __eou__ : i do that __eou__ : i do a -vvv ( debug3 ) and it say : __eou__ : should i past it here ? it 's pretti verbos __eou__ __eot__ pastebin __eou__ __eot__ : it 's past __eou__ : the auth negoci be at the end and it goe : debug2 : we do not send a packet , disabl method __eou__ __eot__ op , sorri , i mean you need to debug on the server side , where it check for the authorized_key entri __eou__ __eot__ : okay __eou__ : what i do n't understand be that it 's work with root and not ani user __eou__ : i mean if it be a secur chang , it should be the other way around __eou__ __eot__ that be strang __eou__ well , yes it be the client chang caus the problem , but to understand what be be the problem you will need to look into the server side __eou__ __eot__ : i understand . but the client have not chang ; all i do be the upgrad on the ubuntu box . i 'm chang the verbos level of sshd ... __eou__ __eot__ they send key be /users/local_user/.ssh/id_dsa __eou__ there must have be some chang on the sshd configur dure the upgrad __eou__ __eot__ : i increas the verbos level of sshd __eou__ __eot__","i have no clue how to use vmware , i 'm just tri to guess what that error mean __eou__",0
"puff eoss i be write an ide with a friend of mine right now . what do you like in an ide ? what would you make differ about them ? __eou__ oop , sorri __eou__ __eot__ might be better to carri the discuss on some other channel . __eou__ __eot__ i 'm go to ubuntu-offtop right now __eou__ excel __eou__ especi for word doc __eou__ __eot__ cool ... can it handl word 's revis track featur ? __eou__ __eot__",sure __eou__,0
eh ? __eou__ __eot__ xchat copi random mous highlight __eou__ __eot__,heh . __eou__,1
"hi , i dont know what go wrong , now when lucid boot , neither the trackpad nor the keyboard works..what can be the issu ? __eou__ __eot__ cours of the microsoft __eou__ __eot__",i didnt ask you to teach me how to click button ... you dont have to be fam with gui ... i want the command line to start `` system > administr > servic `` __eou__,0
"hi all , i ve an issu with 10.4 and resum from anoth usr login __eou__ __eot__ do you have more info for us ? __eou__ __eot__ yes , i have set up my pc today from scratch with a 10.04cd , setup 3 user . if the machin be idl , system goe to screen saver , if my wife have log on , shes away and i tri to log on , i cancel her password and click on my user name . at this stage the screen goe blank __eou__ __eot__",then i have no idea ; sorri ! __eou__,0
"how close dose ubuntu follow the debian build standard ? __eou__ __eot__ the packag standard ? veri close __eou__ __eot__ delir , i have some packag i want to build . i would like them to useabl for other . __eou__ __eot__ follow the debian poici be a good start __eou__ __eot__",i will tri that thank you . __eou__,0
"for some silli reason my root partit be mount readon . how do i remount it readwrit ? or do i have to reboot ? __eou__ __eot__ that mean that someth go wrong dure boot and the boot do n't complet __eou__ that 's a serious problem , general . you have to track it down . __eou__ it be veri unlik that it will allow you to remount read/writ , but even if it will , that 's not what you need to be do . __eou__ of cours __eou__ but i tell you , mount/remount be total irrelev __eou__ you have to look at /var/log/messag , and/or dmesg , and see what happen and fix it . __eou__ __eot__",thank __eou__,0
"have anyon be abl to get hottproxi to work sinc the upgrad to 8.10 ? __eou__ __eot__ have you tri search for bug report ? __eou__ __eot__ no , i ve be googl my brain out all day __eou__ __eot__ if you have n't search bug in launchpad , pleas do so - and if you do n't find ani relev bug report , pleas file one . __eou__ __eot__ i will , thank you __eou__ __eot__","thank . regress can be difficult to find consid the number of packag we track , so those report be import . __eou__",1
"how do i make a tar.gz from command line ? __eou__ thank hoarycrippl __eou__ __eot__ - tar -cpgvf files.tar.gz file __eou__ - use bzip instead - you get better compress - use the `` j '' option instead of `` g '' __eou__ - you need to tar -xvgf ... . the tar file have be compress with gzip __eou__ __eot__ thank __eou__ __eot__ - note the extra `` g '' - you should use bzip though - that give better compress - to use that replac g with j __eou__ - name file file.tar.bz2 __eou__ __eot__ ca i also use -p when extract or be that onli when creat archiv __eou__ __eot__ - the p just mean to preserv permiss - i prefer this __eou__ - that should read `` preserv the origion permiss '' __eou__ - that should read `` preserv the *origin permiss '' : ) __eou__ __eot__ will i have to use it when extract though , be i creat the archv with the -p option __eou__ __eot__ - onli if you wish to preserv permiss - otherwis i think some file permiss can get a bite mess up - ie execut etc __eou__ - not too much of a worri though - the p option be just a niceti realli __eou__ __eot__",cant say i do ; havent play with pam for a long time now __eou__,0
thare be other channel __eou__ __eot__ like ? __eou__ __eot__,chat about window and torrent be offtop here . __eou__,0
"how do i turn of the beep in ubuntu ? for exampl , when i hit backspac and there be `` no more room '' to go . __eou__ __eot__ system > prefer > sound ... `` system beep '' tab . __eou__ __eot__ thank you . __eou__ i instal starup-manag , but i do n't know how to bring it up . __eou__ __eot__ dpkg -l startup-manag | grep bin ... one of those : p i 'm leav for a bite though . __eou__ __eot__ thank . __eou__ __eot__ go to ctrl + alt + f8 ' and logout __eou__ __eot__ thank you . __eou__ __eot__ screenlet __eou__ __eot__ thank . be there theme for that ? __eou__ __eot__",mani __eou__ screenlet be the nicest by far ... they be actual mini app rather than just html box __eou__,1
"hey i have a question ( sorri kinda silli ) , doe anyon know where i can get the icon theme use in redhat enterpris linux 5 ? __eou__ hey i have a question ( sorri kinda silli ) , doe anyon know where i can get the icon theme use in redhat enterpris linux 5 ? __eou__ __eot__ googl for the icon theme ... __eou__ __eot__ i 'm die to get my hand on that theme __eou__ __eot__ i do n't know where you can get it ... it 's like they onli releas it for their stuff and no one releas it for anyth els ... be it a gnome theme ? __eou__ __eot__ it 's a gnome theme yes , i 'm sure it 's avail red hat be all about opensourc __eou__ __eot__","edubuntu be nice , and they can buy profession support from canon __eou__",1
out of curios . be there a way to perform an unattend instal of ubuntu on a local machin . i have the cd instal media . be just wonder if it be possibl to just specifi the program in some file and then proceed with the instal without have to enter anyth __eou__ __eot__ today there be an articl on planet ubuntu on how to achiev that use prese __eou__ __eot__,do n't work __eou__ command doe not exist . __eou__,0
"you need a video card to see anyth __eou__ __eot__ i have onboard gfx at the moment __eou__ onc i have a gfx card thing will be sweet __eou__ __eot__ i have onboard , ( ati ) and it work __eou__ __eot__ realli ? do n't you need 3d accel ? __eou__ __eot__ you have ati ? __eou__ __eot__",i would have to check __eou__,1
"tri fsck also with `` -pv '' __eou__ __eot__ clear ? __eou__ __eot__ be you sure that your drive healthi ? sata/pata ? which chipset ? ichx ? __eou__ if dmesg do n't contain ani drive-error than it may be driver bug . if your drive be n't scsi , tri to chang bio option and put sata control to ide-compat mode . __eou__ __eot__ [ 277628.780000 ] ext3-f : sdb1 : could n't mount becaus of unsupport option featur ( 4000400 ) . __eou__ __eot__",i get u ... __eou__,0
"i accident remov the icon that look like an envelop from my top bar in ubuntu 10.04 ( gnome desktop ) . how do i put it back ? __eou__ __eot__ just right click on the bar and select add to panel __eou__ __eot__ ok , but which item be it ? i do n't see ani with that icon in the list . __eou__ __eot__",mayb it the mail client __eou__ thunderbird __eou__ i dont think you realli need it __eou__ how to set ubuntu to display boot messag instead of the progress bar dure boot time ? __eou__,1
"be debian the onli linux that can run in my ibook which be a ppc ? __eou__ be debian the onli linux that can run in my ibook which be a ppc ? __eou__ __eot__ ubuntu be debian-bas and have a pocket-pc releas , so i think it will work for you __eou__ __eot__ lucid_interv rww , i hope i can have ubuntu or someth els in my ibook , debian be let say 4bk , 4 releas befor karmic in term of develp and updat , i think it luck support so i just dont loke iit __eou__ __eot__ it 's not there , it 's in the system notif area , it 's not an applet on it 's own __eou__ __eot__ erusul mayb you should not that i get the messag `` panel ecount error while load djkdjkljkd ... some funni word , same for fast user swicth applet , the notif area , the volum control appalet and mani more , when i tri to add them , they be not present in the dialog box , __eou__ __eot__ add someth like `` compiz -- replac '' to start up , might be the best idea __eou__ uh . alt-f2 . `` compiz -- replac '' . __eou__ __eot__ i do that and i still get the messag : screen be n't composit , pleas run compiz ( -fusion ) or anoth composit manag __eou__ that when i start avant window navig __eou__ __eot__ no , not as of now __eou__ no __eou__ __eot__ thank , __eou__ __eot__ you have to import the correspond public key for the repo __eou__ __eot__ how do i do that , isnt their a general method that would take the key as an argument __eou__ __eot__","meh , there usual be instruct on site of correspond repo __eou__",1
"guy , i need some help - my ubuntu system be n't boot , it just get to `` start hardwar abstract layer [ ok ] `` and then it hang indefin __eou__ guy , i need some help - my ubuntu system be n't boot , it just get to `` start hardwar abstract layer [ ok ] `` and then it hang indefin __eou__ __eot__ do u chang anyth to caus this ? __eou__ __eot__ omfg it boot ! just take forev ! __eou__ __eot__ l @ ugh ! ngoutloud ! ! ! __eou__ __eot__ well it boot , but someth obvious screw up , it just sit there for liter like 30 minut ... let me check the log __eou__ brb __eou__ __eot__",kk __eou__,1
"doe anyon know if intrepid should have an hcid.conf file ? __eou__ for bluetooth ? __eou__ __eot__ i have one . it 's in /etc/bluetooth and it 's own by bluez-util __eou__ __eot__ i 'm look in that directori , and i do n't have one ... . __eou__ __eot__ tri instal the bluez-util packag __eou__ __eot__ it 's alreadi instal __eou__ __eot__ that 's weird . can you run these command ? dpkg -l | grep bluez ; dpkg -l bluez-util | grep /etc __eou__ also , ls /etc/bluetooth __eou__ __eot__",what version of ubuntu be you use ? __eou__,1
"man diff __eou__ http : //snipplr.com/view/2445/compare-directories-using-diff/ __eou__ __eot__ thank . that may turn out use . __eou__ __eot__ yeah if you learn to use the command , should do what you want __eou__ __eot__ i 'm realli look for a tool to merg the directori . __eou__ __eot__ by merg you mean copi all file from one to the other onli if they do n't exist in the other ? __eou__ __eot__ in part . i ve spell it out here http : //ubuntuforums.org/showthread.php ? t=678316 __eou__ in short i want all the uniqu and duplic in one folder , and all the chang file in the other . __eou__ dimitre have onli be on linux for a week . __eou__ i suspect it 's a temporari filesystem . __eou__ __eot__ it just seem to me that what you want be a standard `` move file from folder to folder '' and click `` skip `` when exist file come up __eou__ and then delet the old folder __eou__ or `` skip all '' __eou__ __eot__ yes ... . part . move if it doe n't exist , delet if it be the same , and ignor if it be differnet . __eou__ __eot__ it should onli move the file that dont exist __eou__ __eot__ i have hundr of file in a dozen directori . i do n't want to do this manual . __eou__ __eot__ i see .. if it werent for the requir of delet onli file that be ident -- the manual approach would be easi by select all the folder . __eou__ but yes , look like the job for a script -- it 's the comparison i do n't know about __eou__ __eot__ i know almost noth about script . that 's whi i be look for a tutori or cookbook site . __eou__ __eot__",then it not your name __eou__ it own by who regist it first __eou__ then you must not have __eou__ tri : /msg nickserv identifi < password > __eou__,0
"can someon recommend a good `` music cd player '' for - run hardi heron 8.04 ? ? __eou__ yes __eou__ __eot__ amarok , banshe , exail , rhythmbox __eou__ __eot__",new to this . thank for suggest - will check them out - thx __eou__ find a nice simpl cd player in synapt - simpl but work good - `` goobox '' ... pass along if not know . __eou__,1
"can anyon tell me how to toggl on/off my wireless conneciton ? __eou__ __eot__ do you have a display icon with two monitor right to the leave of your speaker symbol in the upper right hand corner of your screen ? __eou__ __eot__ i have the necessari icon ... and it be tell me that my `` wireless '' be `` on '' __eou__ __eot__ well if you right click that icon , you can click `` enabl wireless '' and that should turn it off . if be talk about the same icon . __eou__ the check mark indic it be on , and no checkmark indic be off . __eou__ __eot__ when i right click all i see be : properti - help - about - remov from panel - move - lock to panel __eou__ __eot__",./configur -- prefix=/usr/loc & & make & & checkinstal __eou__,0
"hi . i 'm run 7.10 , updat manag be show no updat pend but be n't offer the 8.04 upgrad . be there anyth i can do to prod it ? __eou__ __eot__ -- there 's be problem sinc yesterday __eou__ __eot__",thank __eou__,1
"*sigh* ... . ubuntu and usb stick be not best friend , eh ? __eou__ you should see my dmesg output ... it 's horribl ... and it fail to detect the usb stick __eou__ __eot__ that would be a bug __eou__ file it __eou__ if it can mount it , it shoud __eou__ what doe dmesg say ? __eou__ __eot__ it be mount , nautilus even show the content of the usb disk __eou__ but it doe n't show it in the comput ' screen , nor in the side panel __eou__ __eot__ then that would be a bug , file it __eou__ __eot__ i can onli fill it if i know what 's wrong __eou__ a it doe n't work ! ' doe n't help anyon __eou__ __eot__ you have a specif bug . with output to prove it __eou__ and be the current darl of osnew __eou__ __eot__ heh yeah that too : ) __eou__ __eot__ check you time , and make certain it be correct first __eou__ __eot__ check . it 's correct : ) i even ntp updat it __eou__ __eot__ hmm , no idea then __eou__ on breezi be bork __eou__ hmm __eou__ __eot__ i 'm use xfce though __eou__ __eot__",thank ! __eou__,0
"hmm __eou__ what could go wrong ? i dont ' care if gentoo die : p __eou__ __eot__ gentoo will definit die when you reformat the partit ... __eou__ after you copi over the file , rememb to updat /etc/fstab with new valu . __eou__ you may also have to rerun your boot manag . __eou__ cp -a handl permiss . __eou__ not sure about hardlin though __eou__ you could copi over the whole devic if your partit be near full . but copi the file get you free defragment . __eou__ yes . i think part also have a copi partit option . __eou__ both cp and tar have to read the same file , so it 's just a matter of prefer . __eou__ you can remount the sourc read-on and mayb save a but there . __eou__ linux take notic of file access time ( when a file be access last ) , this be do by updat file 's directori entri . you can skip this if you mount a devic with noatim option . obvious mount ro would have the same effect . __eou__ __eot__","sure __eou__ when you re do , run update-grub __eou__",0
"could someon pleas help me figur out whi i ca n't add item to `` session '' to make them autostart when i login . i can add them , but when i re-login , the program do n't start and they re no longer list in `` session '' __eou__ __eot__ if my memori be right , you have to hit the save session button on the last tab . could be wrong though , it 's be a while __eou__ __eot__ well , that will automat start whichev program be current run when i click that button . __eou__ __eot__ yes , tri to rememb ... __eou__ heh __eou__ be a while sinc i play with session __eou__ __eot__","doe n't look like it doe have otr , that suck much : / __eou__",0
"can someon tell me where i can browse/search for latest packag for ubuntu on the net ? __eou__ ok thank __eou__ so be it possibl to instal a debian packag in ubuntu ? thank ! __eou__ __eot__ it should be possibl , but it be better to use the ubuntu repositori . __eou__ it might be in backport __eou__ the subvers project latest releas be at 1.4 __eou__ but 1.4 be not complet interchang with the 1.0 til 1.3 releas __eou__ __eot__ i know.. that be precis whi i need 1.4 ... i have a 1.4 repositori __eou__ __eot__ if you have an 1.4 server , you can connect to it with 1.3 client __eou__ __eot__ what i dont understand be whi i can not get 1.4 ... i have back-port in sources.list ... and updat etc.. __eou__ __eot__ the 1.4-on featur be not avail then ofcours __eou__ 1.4 be _not_ in ubuntu , anywher __eou__ __eot__ well i have problem use svnadmin , svnlook on breezi ( 1.3 ) with the 1.4 repository.. error : `` svnlook : expect fs format '1 ' ; find format '2 ' '' etc.. __eou__ __eot__ where do you get an 1.4 repo , if you do n't have 1.4 svn instal ? __eou__ __eot__ ok that explain .. i be despar check my config as to whi i can not see ani 1.4 subvers ... __eou__ it be make in window use tortoisesvn ( 1.4.2 ) __eou__ __eot__",then use the window machin as svn server __eou__ you can then connect to it wiith 1.3 client __eou__,1
"can anyon provid ani assist for instal ubuntu on an amd64 system ? __eou__ __eot__ dl the amd64 iso , burn to cd , insert in drive . : ) __eou__ __eot__",actual ... there 's more ... __eou__,1
"ani time i enabl compiz , the window border and titl bar disappear , and none of the effect work . ani help ? __eou__ __eot__ graphic capabl and driver well set ? __eou__ __eot__ ./compiz-check tell me it should work , driver instal through hardwar driver menu __eou__ __eot__ so mayb a look in /var/log/xorg.0.log could help , apart from __eou__ __eot__ i ll take a look in that i guess ... i have ccsm instal __eou__ __eot__ might be , i just locat it on my sys , it 's : /usr/lib/xorg/modules/libwfb.so __eou__ look like a miss modul of xorg in first glanc __eou__ __eot__ how would i fix that ? __eou__ __eot__","tri to backup xorg.conf , reconfigur the server , run a full update/grad , and set up xorg back , case lack of function __eou__ need the command for tthat ? __eou__",1
"how do i exit vi ? __eou__ __eot__ hit escap a few time , then colon q exclam point enter __eou__ __eot__",thank : ) __eou__,1
"where be the bootup messag log ? __eou__ __eot__ /var/log/dmesg iirc __eou__ __eot__ that be just dmesg , i want to see the messag on boot __eou__ __eot__",not sure about that . but brows your log directori . not sure it 's save . __eou__,1
"fucker __eou__ .. one day __eou__ ive be play with gst __eou__ i love it __eou__ can someon on warti tri gst-launch-0.8 videotestsrc ! smpte ! xvimagesink __eou__ mine wont play __eou__ work on my debian sid __eou__ no __eou__ it a compon that creat a video test pattern __eou__ that odd __eou__ __eot__ it just happen if you re in the right place at the right time . : ) __eou__ __eot__ for what ? : ) __eou__ __eot__ get employ by one of the linux compani __eou__ do n't look at me , i do n't hire peopl , i 'm just a techi . : ) __eou__ __eot__ sorri i misread what you say : ) __eou__ rather __eou__ __eot__ non-fre and contrib from debian , basic . __eou__ __eot__",# ubuntu-serv be the channel i be look for i guess ; ) __eou__,0
"what be your wireless card ( lspci | grep wireless ) . and what kernel you be current use ? ( unam -r ) __eou__ __eot__ current jaunti kernel ( .25-15 generic ) wireless card ar5008 driver : ar5416 cguoset , __eou__ *chipset __eou__ __eot__ not sure , you can tri remov your router 's secur , see what happen ? donnu __eou__ __eot__","other be connect ; that would be not a good idea with other connect , , unfortun __eou__ do you have ani idea about what i be get ? ? ? __eou__",1
"can anyon help me figur out whi my audio cds wo n't work ? __eou__ __eot__ you plug the speaker into the front of the cdrom , or have a cd > sound card cabl ? __eou__ __eot__ data cds work fine and i can success play mp3s on my comput . the sound for the cd be not mute . : ) __eou__ __eot__",i ve get mine ! __eou__,0
"and mkasson , that be you two tri to do ? whi be not an ubuntu live cd enough with gpart ? __eou__ __eot__ gpart doe not want to resiy mz windowa partit . i could run it in a termin and past the output __eou__ __eot__ partit magic be a veri old product . more then 5 year old and have not be updat . gpart be a more modern tool for this . start gpart from a live cd should let you resiz your window partit __eou__ __eot__ gpart tell me to run chkdsk /f , that might be call /r aswel , right ? __eou__ __eot__ no clue about that , sorri __eou__ __eot__ okey : ) cya later , gon na boot wins**t __eou__ __eot__","yes , __eou__ on the dvd drive ? __eou__",0
! hello | edgar __eou__ __eot__ this to me seem like a big issu go unresolv for a while __eou__ __eot__,10/100 __eou__ remov nm and instal wicd __eou__,1
"be there an easi way to switch from kubuntuu to normal ubuntu ? __eou__ __eot__ yea , you should be abl to just remov the kde packag and instal gnome __eou__ __eot__ be there a simpl apt-get for that ? __eou__ __eot__","probabl . ubuntuforum be your friend , i 'm sure someon have document the process there __eou__",1
"hi , im a network administr of a school , we ve get a linux internet ( squid ) /fileserv ( nfs ) . we just upgrad half of the client to ubuntu feisti and now if a few feisti client be run , they becom veri , veri slow . thing like open the gnome-termin last half a minut ... whi that ? ( we work with ldap auth . ) __eou__ __eot__ be you use and samba or smb server ? __eou__ __eot__ yes , our server also be a samba server __eou__ but even if no samba connect be establish , all becom slow __eou__ __eot__ our school have the same problem and there be someon els complain of this a coupl of day ago no fix have be find yet __eou__ __eot__ nice : - ) : - ) __eou__ __eot__","stupid me , it show __eou__ thank ! : - ) __eou__",0
"i need to be abl to power off the display and start the screensav from insid a c++ app i 'm write on ubuntu ... what part of the distro control these ? i 'm guess gnome and i ll check irc.gnome.org if that 's right . __eou__ __eot__ not sure where to direct you ... perhap apm sourc __eou__ __eot__ apm ? i 'm check on gnome irc right now sinc i 'm guess that gnome control that stuff . __eou__ __eot__ advanc power managemnet -- - gnome be the gui ... you need to find the hardwar control to put a monit into standbi __eou__ and this be offtop here __eou__ __eot__ i be come here as the first stop to figur out where to go __eou__ which you re help me with : p __eou__ and fccf : apm look like it 's for put the whole system in standbi , not just the monitor ? __eou__ think i find it , thank for help __eou__ __eot__",xset dmps forc standbi __eou__,1
"open it : ) __eou__ applic > internet > pidgin __eou__ ! ohmi | ceil420 __eou__ __eot__ hush __eou__ be there a way to not make my joystick input lag ? at first i think it be just the game , but input be laggi in jscalibr too ; / __eou__ __eot__ someon will answer you if they know . __eou__ ! resolut | xracer __eou__ __eot__",and 30+ peopl be join between my ask . __eou__,1
"tri to get extern monitor work with hardi ... can ani one assist ? __eou__ __eot__ be n't it plug & play ? __eou__ __eot__ no , it doe not seem to be __eou__ __eot__ be your driver correct instal __eou__ doe `` glxinfo | grep render '' say yes ? __eou__ __eot__ yes it doe say `` yes '' __eou__ __eot__",tri nvidia-set __eou__,1
"i be tri to manual instal a program , and when i write the author about my compil problem , he say i need `` sdl develop header '' -- so not be a programm , what librari do i need to instal to get them ? __eou__ __eot__ i agre with thunderbolt , but do a apt-cach search libsdl dev ' to shorten the list __eou__ __eot__ thunderbolt : it look like libsdl1.2-dev be the main packag which i all readi have instal . there be also more special packag , e.g . libsdl-console-dev , libsdl-gfx1.2-dev , etc . how in the world can i figur out which one i need ? : ) __eou__ __eot__","just instal them all -- they be n't that big . onc you ve compil , you can remov them again . __eou__",1
"christian , i think you have manag to get the proftpd packag into your apt packag from a sourc you have then take out of sources.list . tri go to www.apt-get.org to find anoth sourc and add it back in . but i may be noob horribl . __eou__ what web browser do peopl use ? i have tri firefox and mozilla , but they both seem pretti buggi . anyon know someth that work better ? __eou__ __eot__ : tri opera __eou__ __eot__ you can get opera on ubuntu ? well i never . __eou__ have it be ad to a new distro now it 's go free ? __eou__ __eot__ i hav it instal n runnin smooth . i jus do an apt-get instal __eou__ : wat wrong __eou__ __eot__ i give up on mozilla base browser they re all crash , could you point me to that opera sourc ? __eou__ __eot__ jus apt-get it __eou__ __eot__",packag be not avail . i onli have breezi instal and nowt extra in sources.list but univers __eou__,1
"anyon have ani idea to tri for my network issu ? eth0 not come up ? __eou__ siocsifflag : can not assign request address __eou__ __eot__ be you use dhcp or static __eou__ __eot__ dhcp __eou__ now i do also have virtualbox isntal with it 's network connect , but it all work befor i leave town for two week ... now i come back and i be wifi onli __eou__ __eot__ /etc/init.d/network restart __eou__ __eot__ tri that alreadi , it say it be reconfigur the interfac , but no go __eou__ __eot__ still disabl ? __eou__ you can add __eou__ by default this be what it should have insid your network interfaces.. auto lo __eou__ __eot__ so it should n't have an etntri for eth0 ? __eou__ __eot__ you can add __eou__ __eot__ http : //pastebin.com/a0nthzmb __eou__ __eot__ add this on your interfac anyway you can simpli remov this anytim __eou__ auto eth0 __eou__ __eot__ i alreadi ad that __eou__ __eot__ have you restart ? __eou__ have your restart the network ? be this a builtin nic ? __eou__ __eot__ yes , build in __eou__ __eot__ tri also to swap the lancabl the one you be use now on irc ? __eou__ __eot__ right now i be on wifi __eou__ would a bad lan cabl caus dmesg to report an incorrect mac addi ? __eou__ __eot__ yes whi not tri other cabl __eou__ __eot__",gimmi a second __eou__ no go __eou__ the onli other cabl i have be the one from the modem to the router and that do n't work either __eou__,1
how can instal the unr in a eeepc asus ? __eou__ __eot__ i get teh iso file . use some tool to make a bootabl flash.. and plug it in.. boot and instal __eou__ use various tool to put a img file on a usb drive . __eou__ err i maan make the iso on the usb drive . : ) __eou__ not for 9.10 - ther no img file . __eou__ you can instal the unetbootin tool under linux or window and use it.. or if you boot the ubuntu live cd . it have a usb-disk-cr tool you can use __eou__ there other tool that can also doo the task __eou__ __eot__,"so ive hear : ( dont have anoth comput right now .. __eou__ yeah , read som bug repport on kde , and it seem like peopl be have lot of issu consern amarok < - > ipod xfere ... __eou__",0
"peopl , how can i save as much as possibl from my evolut - how can i backup both messag and contact ? __eou__ __eot__ i have a script for evolut back up . this also respect your gpg stuff __eou__ can you familiar to bash script ? __eou__ __eot__ yes , come on ! __eou__ whi my pidgin 8.04 ask me to upgrad it at web-sit when i tri to use icq ? i need icq right now , can not spend more than 10 mb - or will have to stop use internet until tomorrow morn ... __eou__ thak , comicink . __eou__ __eot__ you can tri updat pidgin with the help of this repositori : deb http : //ppa.launchpad.net/punischdude/ubuntu hardi main __eou__ __eot__",this link you ve give - i.ll tri it at after gmt +7 __eou__,1
doe the disk util have the abil to check and repair error on ntfs partit ? __eou__ __eot__ nope __eou__ __eot__,thank __eou__,1
doe anyon knowswer i can get the fix for the baterri issu on asus m6n laptop ? __eou__ __eot__ you tri the wiki ? __eou__ __eot__,": y , i 'm still serach but find anyth yet __eou__",1
ask for it __eou__ __eot__ my webmast be n't veri reactiv ... and i think there be a way to connect with onli the privat key if he give me it . __eou__ __eot__ http : //en.wikipedia.org/wiki/public-key_cryptographi __eou__ __eot__,i 'm read . thank . __eou__ do you know how can i say sftp to use my privat key for log ? __eou__,1
"i want to execut the execut file from my termin , but it doe not execut it ? __eou__ i 'm in the exact directori of the execut file , so there be no problem of that sort __eou__ so ani one know what 's the problem , whi doe not it execut it ? __eou__ it give me the messag bash : nameofmyexecutablefil : command not find __eou__ yup , it work cenerentola __eou__ thank alot __eou__ ok there be anoth thing too __eou__ i be make a header file in emac , now i want to compil it __eou__ but it doe not compil it __eou__ and give me the messag `` g++ : compil of header request '' __eou__ __eot__ you ca n't compil header __eou__ do n't log in as root __eou__ use sudo __eou__ the file manag idea be better than gftp , i alway forget that file manag exist ; > __eou__ you can edit your own .bash_profil as your user , and if you want to edit root 's , use sudo __eou__ sudo gedit /boot/grub/menu.lst __eou__ you can also instal grubconf and use that __eou__ it 's in univers __eou__ open synapt , edit the sourc , and select the univers sourc __eou__ i do n't know what menu it 's in or what it 's call , but it look someth like sourc __eou__ you should probabl do /nick < some-nick > so that peopl will pay attent to you , help_pleas wo n't help you __eou__ tri gftp __eou__ be you use hoari or warti ? __eou__ check the comput menu __eou__ look for someth like home ' or comput ' or disk ' __eou__ open home __eou__ i do n't know how to upload to ftp server , but it 's possibl __eou__ you wo n't be abl to access the ubuntu partit ( s ) on window __eou__ open up disk in the comput menu __eou__ what 's there ? __eou__ anyth els ? __eou__ __eot__ what next then ? __eou__ __eot__","i do n't know __eou__ it contol default permiss of file __eou__ what 's the exact command you use > __eou__ no space betwenn umask , = , and 000 __eou__ use # flood __eou__ use # flood for ani past or long messag __eou__ you can use mount -a instead of reboot __eou__ mount -a mount 's everyth from /etc/fstab that 's not mark as noauto __eou__ mount -a be the command run when you boot up to mount stuff __eou__ most of us probabl do n't work ' for ubuntu __eou__ i 'm from sol 3 __eou__",1
i ve be think about get a dual screen videocard for my desktop . __eou__ nevyn : what your take on this ? __eou__ __eot__ i have one ... it be nice . give me a warm goey feel watch a movi on one screen while work on someth on the other . __eou__ __eot__,thing be look up then . __eou__,0
i need someth that cut mp4 movi in half __eou__ __eot__ ffmepg should be abl to do it . __eou__ ffmpeg __eou__ __eot__ be that comand line thingi ? __eou__ __eot__ yeah if you want a gui base one perhap check out cinerella or someon els might have a recomend . __eou__ __eot__,? __eou__,0
